Restaurant Name,Zip Code,Inspection Date,Score,Address,Facility ID,Process Description,coordinates,original_latitude,original_longitude,new_latitude,new_longitude
Country Home Learning Center,78749.0,2022-04-04,100,"6900 ESCARPMENT BLVD AUSTIN, TX 78749 ",2800886,Routine Inspection,"['30.2296', ' -97.86545']",30.2296, -97.86545,30.229846,-97.865681
Starbucks Coffee ,78705.0,2022-04-04,97,"3706 GUADALUPE ST AUSTIN, TX 78705 ",2802624,Routine Inspection,"['30.30242', ' -97.73866']",30.30242, -97.73866,30.3025924,-97.7385726
Popeyes Louisiana Kitchen,78745.0,2022-04-04,94,"2101 W BEN WHITE BLVD AUSTIN, TX 78745 ",11864489,Routine Inspection,"['30.2296', ' -97.79078']",30.2296, -97.79078,30.2301462,-97.7905211
McDonald's   ,78749.0,2022-04-04,91,"5017 W US 290 HWY EB AUSTIN, TX 78749 ",2801761,Routine Inspection,"['30.23327', ' -97.82194']",30.23327, -97.82194,30.2322171,-97.8232701
Tom Thumb # 2987 Fuel Station,78732.0,2022-04-04,100,"5145 N FM 620 RD BLDG M AUSTIN, TX 78732 ",10957389,Routine Inspection,"['30.39004', ' -97.8837']",30.39004, -97.8837,30.3895467,-97.8844814
Sa-Ten,78702.0,2022-04-04,89,"916 SPRINGDALE RD AUSTIN, TX 78702 ",11202021,Routine Inspection,"['30.26182', ' -97.69797']",30.26182, -97.69797,30.2619249,-97.6989631
Cannon Food Mart,78744.0,2022-04-01,85,"1719 E WILLIAM CANNON DR AUSTIN, TX 78744 ",2803850,Routine Inspection,"['30.1889', ' -97.76718']",30.1889, -97.76718,30.1885057,-97.7672674
Sala and Betty,78751.0,2022-04-01,85,"5201 AIRPORT BLVD AUSTIN, TX 78751 ",11288618,Routine Inspection,"['30.31309', ' -97.71483']",30.31309, -97.71483,30.313105,-97.7147533
Foodspot 1 Grocery Inc,78741.0,2022-04-01,85,"2223 BURTON DR AUSTIN, TX 78741 ",12030736,Routine Inspection,"['30.23107', ' -97.73366']",30.23107, -97.73366,30.2311481,-97.7331772
VV - Shack 512,78641.0,2022-03-31,70,"8714 LIME CREEK RD VOLENTE, TX 78641 ",12153451,Routine Inspection,"['30.46222', ' -97.91252']",30.46222, -97.91252,30.4627616,-97.9137761
WL - Lupe Tortillas Mexican Restaurant,78746.0,2022-03-31,77,701 S CAPITAL OF TEXAS HWY NB BLDG A WEST LAKE HILLS TX 78746 ,10805455,Routine Inspection,"['30.29214', ' -97.82818']",30.29214, -97.82818,30.2915337,-97.8274215
LW - Gramercy,78734.0,2022-03-31,90,"1516 S FM 620 RD LAKEWAY, TX 78734",12392641,Routine Inspection,,,,30.3472924,-97.9664077
Make It Sweet,78757.0,2022-03-31,97,"9070 RESEARCH BLVD AUSTIN, TX 78757 ",10726398,Routine Inspection,"['30.37328', ' -97.72734']",30.37328, -97.72734,30.3725554,-97.7277721
Pizza Hut ,78759.0,2022-03-31,91,"12636 RESEARCH BLVD AUSTIN, TX 78759 ",2802763,Routine Inspection,"['30.4312', ' -97.76428']",30.4312, -97.76428,30.4304819,-97.7641586
Sundancer Grill LLC,78734.0,2022-03-31,76,"16410 STEWART RD LAKEWAY, TX 78734 ",11161655,Routine Inspection,"['30.38152', ' -97.95951']",30.38152, -97.95951,30.381445,-97.9596972
Hampton Inn Austin North,78752.0,2022-03-31,100,"7619 N IH AUSTIN, TX 78752",11328775,Routine Inspection,,,,30.3369429,-97.6996364
VV-Beachside Billys,78641.0,2022-03-31,79,"16107 WHARF CV VOLENTE, TX 78641 ",11860856,Routine Inspection,"['30.44225', ' -97.91343']",30.44225, -97.91343,30.4415023,-97.9126029
LW - MOD Superfast Pizza LLC,78734.0,2022-03-31,94,"1900 S FM 620 RD LAKEWAY, TX 78734",11491781,Routine Inspection,,,,30.3463748,-97.9663955
"Donut Hole, The",78734.0,2022-03-31,79,"1700 N FM 620 RD AUSTIN, TX 78734",11289602,Routine Inspection,,,,30.3811084,-97.9454548
Anderson's Coffee Roasters,78731.0,2022-03-31,95,"1601 W 38TH ST AUSTIN, TX 78731 ",2803878,Routine Inspection,"['30.30891', ' -97.7502']",30.30891, -97.7502,30.3083889,-97.7504083
Gelato Paradiso,78704.0,2022-03-30,100,"1400 S CONGRESS AVE AUSTIN, TX 78704 ",12186429,Routine Inspection,"['30.24968', ' -97.74967']",30.24968, -97.74967,30.2497657,-97.7501222
Nasha,78702.0,2022-03-30,73,"1614 E 7TH ST AUSTIN, TX 78702 ",11189309,Routine Inspection,"['30.26351', ' -97.72493']",30.26351, -97.72493,30.2637448,-97.7248621
Fogo De Chao Churrascaria,78701.0,2022-03-30,87,"309 E 3RD ST AUSTIN, TX 78701 ",10058425,Routine Inspection,"['30.26435', ' -97.74063']",30.26435, -97.74063,30.2648019,-97.7445985
LW - Walgreens 07023,78738.0,2022-03-30,100,"2401 S FM 620 RD LAKEWAY, TX 78738 ",2803649,Routine Inspection,"['30.339759', ' -97.968569']",30.339759, -97.968569,30.3399352,-97.9685126
Catering by Rosemary,78717.0,2022-03-30,100,"9900 SPECTRUM DR AUSTIN, TX 78717 ",12186268,Routine Inspection,"['30.48078', ' -97.77585']",30.48078, -97.77585,30.284338,-97.734521
Shahi Food Market,78753.0,2022-03-30,82,"12410 N LAMAR BLVD AUSTIN, TX 78753 ",2803821,Routine Inspection,"['30.40593', ' -97.67856']",30.40593, -97.67856,30.40727,-97.6790424
Jo's Hot Coffee Good Food,78704.0,2022-03-30,96,"1300 S CONGRESS AVE AUSTIN, TX 78704 ",12158721,Routine Inspection,"['30.25097', ' -97.74919']",30.25097, -97.74919,30.2510448,-97.7493717
H.E.B Corp ,78737.0,2022-03-30,97,"7901 W US 290 HWY AUSTIN, TX 78737 ",12395260,Routine Inspection,"['30.22911', ' -97.88697']",30.22911, -97.88697,30.2276109,-97.8878598
Kick Butt Coffee LLC,78752.0,2022-03-30,78,"5775 AIRPORT BLVD AUSTIN, TX 78752 ",10091957,Routine Inspection,"['30.32165', ' -97.71368']",30.32165, -97.71368,30.3224296,-97.7136952
Shipley Donuts,78717.0,2022-03-29,95,"10019 W PARMER LN AUSTIN, TX 78717 ",10233685,Routine Inspection,"['30.48881', ' -97.77216']",30.48881, -97.77216,30.4887523,-97.7723488
Lamppost Coffee,78701.0,2022-03-29,88,"515 CONGRESS AVE AUSTIN, TX 78701 ",12186512,Routine Inspection,"['30.26725', ' -97.74312']",30.26725, -97.74312,30.2677416,-97.7426039
LW - Thai Spice,78734.0,2022-03-29,87,"2009 MAIN ST LAKEWAY, TX 78734 ",12186618,Routine Inspection,"['30.34685', ' -97.96834']",30.34685, -97.96834,30.346035,-97.9663091
Kentucky Fried Chicken,78745.0,2022-03-29,91,"801 E WILLIAM CANNON DR AUSTIN, TX 78745 ",11789682,Routine Inspection,"['30.19094', ' -97.77193']",30.19094, -97.77193,30.190462,-97.7716011
BC - World Market ,78738.0,2022-03-29,100,"12700 SHOPS PKWY BEE CAVE, TX 78738 ",10262080,Routine Inspection,"['30.30616', ' -97.94016']",30.30616, -97.94016,30.305644,-97.9403302
LW - Chicken Express,78734.0,2022-03-29,93,"2109 S FM 620 RD LAKEWAY, TX 78734",2802814,Routine Inspection,,,,30.3424606,-97.9669189
LW - CVS Pharmacy ,78734.0,2022-03-29,98,"2306 S FM 620 RD LAKEWAY, TX 78734",10006331,Routine Inspection,,,,30.3416549,-97.9689499
Takoba,78702.0,2022-03-29,70,"1411 E 7TH ST AUSTIN, TX 78702 ",10410487,Routine Inspection,"['30.26436', ' -97.72726']",30.26436, -97.72726,30.2641268,-97.7274079
Dolce Neve,78702.0,2022-03-29,97,"1109 E 5TH ST AUSTIN, TX 78702 ",12186439,Routine Inspection,"['30.2637', ' -97.73144']",30.2637, -97.73144,30.2635153,-97.7312432
Rodeo,78753.0,2022-03-29,98,"9515 N LAMAR BLVD AUSTIN, TX 78753 ",2801310,Routine Inspection,"['30.36407', ' -97.69504']",30.36407, -97.69504,30.364266,-97.6947157
Buddy's Place,78757.0,2022-03-29,97,"8619 BURNET RD AUSTIN, TX 78757 ",2801152,Routine Inspection,"['30.3691', ' -97.72743']",30.3691, -97.72743,30.3689808,-97.7271971
LW - Lakeway Marina,78734.0,2022-03-29,97,"103 LAKEWAY DR LAKEWAY, TX 78734 ",10144980,Routine Inspection,"['30.37406', ' -97.98716']",30.37406, -97.98716,30.3747692,-97.9846267
"OOB - BC - Woody's Tavern and Grill, Inc",78738.0,2022-03-29,73,"12801 SHOPS PKWY BEE CAVE, TX 78738 ",11093282,Routine Inspection,"['30.30526', ' -97.94138']",30.30526, -97.94138,30.3045515,-97.9421488
Pacific Star Oyster Bar,78729.0,2022-03-29,78,"13507 N US 183 HWY AUSTIN, TX 78729 ",10116344,Routine Inspection,"['30.45232', ' -97.78779']",30.45232, -97.78779,30.4505937,-97.790052
Sun Ray Waters,78752.0,2022-03-29,93,"7801 N LAMAR BLVD AUSTIN, TX 78752 ",2802245,Routine Inspection,"['30.3455', ' -97.71321']",30.3455, -97.71321,30.3453841,-97.7131857
Staybridge Suites,78753.0,2022-03-29,95,"13000 N IH AUSTIN, TX 78753",11558121,Routine Inspection,,,,30.410451,-97.677142
Dobie Mall - Burrito Factory,78705.0,2022-03-28,82,"2025 GUADALUPE ST AUSTIN, TX 78705 ",11309583,Routine Inspection,"['30.28364', ' -97.74194']",30.28364, -97.74194,30.2835971,-97.740901
Catering by Rosemary,78702.0,2022-03-28,87,"3504 E 4TH ST AUSTIN, TX 78702 ",11611166,Routine Inspection,"['30.2535', ' -97.70419']",30.2535, -97.70419,30.2534723,-97.70437
Gong Cha,78705.0,2022-03-28,100,"2021 GUADALUPE ST AUSTIN, TX 78705 ",11951961,Routine Inspection,"['30.28351', ' -97.74195']",30.28351, -97.74195,30.2834028,-97.7412837
BC - Gigi's Cupcakes,78738.0,2022-03-28,93,"3944 S FM 620 RD BEE CAVE, TX 78738",11852715,Routine Inspection,,,,30.3114809,-97.9469343
Whole Foods Market - Seafood Market,78749.0,2022-03-28,100,"4301 W WILLIAM CANNON DR AUSTIN, TX 78749 ",10764427,Routine Inspection,"['30.22193', ' -97.83846']",30.22193, -97.83846,30.2203318,-97.841824
"Amy's Ice Creams, Inc",78729.0,2022-03-28,78,"13265 N US 183 HWY AUSTIN, TX 78729 ",11008921,Routine Inspection,"['30.44669', ' -97.7802']",30.44669, -97.7802,30.4437876,-97.7847792
Whole Foods Market - Meat Market,78749.0,2022-03-28,100,"4301 W WILLIAM CANNON DR AUSTIN, TX 78749 ",10764422,Routine Inspection,"['30.22193', ' -97.83846']",30.22193, -97.83846,30.2203318,-97.841824
George Morales Dove Springs Recreation Center,78744.0,2022-03-28,94,"5801 AINEZ DR AUSTIN, TX 78744 ",10001074,Routine Inspection,"['30.18753', ' -97.73964']",30.18753, -97.73964,30.1875,-97.7383333
Whichcraft,78723.0,2022-03-28,92,"1900 SIMOND AVE AUSTIN, TX 78723 ",11606757,Routine Inspection,"['30.29667', ' -97.7038']",30.29667, -97.7038,30.2971809,-97.7045317
Armadillo Den,78748.0,2022-03-28,95,"10106 MANCHACA RD AUSTIN, TX 78748 ",12393730,Routine Inspection,"['30.17015', ' -97.8251']",30.17015, -97.8251,30.1703304,-97.8261086
Numero 28 Pizzeria & Vineria,78701.0,2022-03-28,93,"452 W 2ND ST AUSTIN, TX 78701 ",11111461,Routine Inspection,"['30.26549', ' -97.74847']",30.26549, -97.74847,30.265672,-97.748454
Zaytouna,78753.0,2022-03-28,88,"11800 N LAMAR BLVD AUSTIN, TX 78753 ",11862266,Routine Inspection,"['30.38815', ' -97.68342']",30.38815, -97.68342,30.3884411,-97.6840303
Seoulju,78753.0,2022-03-25,92,"9515 N LAMAR BLVD AUSTIN, TX 78753 ",12135324,Routine Inspection,"['30.36407', ' -97.69504']",30.36407, -97.69504,30.3648244,-97.6945318
7-Eleven ,78741.0,2022-03-25,91,"1747 E OLTORF ST AUSTIN, TX 78741 ",10599390,Routine Inspection,"['30.23208', ' -97.73724']",30.23208, -97.73724,30.2320599,-97.7373629
Canteen @ Scion-Lark,78705.0,2022-03-25,100,"2100 NUECES ST AUSTIN, TX 78705 ",12395395,Routine Inspection,"['30.28415', ' -97.74401']",30.28415, -97.74401,30.2841897,-97.7443564
Almarah Mediterranean Cuisine,78750.0,2022-03-25,97,"12129 N FM 620 RD AUSTIN, TX 78750 ",11359418,Routine Inspection,"['30.46169', ' -97.81753']",30.46169, -97.81753,30.4609295,-97.817103
Arab Cowboy Hookah Lounge,78705.0,2022-03-25,89,"901 W 24TH ST AUSTIN, TX 78705 ",10292654,Routine Inspection,"['30.28811', ' -97.74692']",30.28811, -97.74692,30.2880194,-97.7469639
Dollar Tree Store ,78727.0,2022-03-24,94,"2500 W PARMER LN AUSTIN, TX 78727 ",10009092,Routine Inspection,"['30.41892', ' -97.70192']",30.41892, -97.70192,30.422214,-97.7021504
Grand Oriental Express Co. Ltd,78752.0,2022-03-24,63,"7517 CAMERON RD AUSTIN, TX 78752 ",11626719,Routine Inspection,"['30.32962', ' -97.68982']",30.32962, -97.68982,30.3292879,-97.6891516
Duval Market,78751.0,2022-03-24,82,"500 E 51ST ST AUSTIN, TX 78751 ",11151093,Routine Inspection,"['30.31388', ' -97.71919']",30.31388, -97.71919,30.3140436,-97.7190406
SV - Holiday Inn Express,78735.0,2022-03-24,88,"4892 W US 290 HWY SUNSET VALLEY, TX 78735 ",2802106,Routine Inspection,"['30.23398', ' -97.81313']",30.23398, -97.81313,30.2342827,-97.8130891
Summer Moon Coffee,78749.0,2022-03-24,91,"5701 W SLAUGHTER LN AUSTIN, TX 78749 ",12186402,Routine Inspection,"['30.20107', ' -97.8677']",30.20107, -97.8677,30.2004436,-97.8698217
OOB - S & S Cuisine,78751.0,2022-03-24,89,"5610 N IH AUSTIN, TX 78751",12394462,Routine Inspection,,,,30.3055711,-97.725376
Snowfox SC8259,78748.0,2022-03-24,97,"1 2 AUSTIN, TX 78748",11748507,Routine Inspection,,,,30.168207,-97.8177601
SV - Total Wine & More,78745.0,2022-03-24,95,"5601 BRODIE LN SUNSET VALLEY, TX 78745 ",11341717,Routine Inspection,"['30.22756', ' -97.82157']",30.22756, -97.82157,30.2252635,-97.8207694
Ah Sing Den,78702.0,2022-03-24,79,"1100 E 6TH ST AUSTIN, TX 78702 ",10237079,Routine Inspection,"['30.2647', ' -97.73136']",30.2647, -97.73136,30.2648472,-97.7313278
"Spec's Wine, Spirits & Finer Foods ",78748.0,2022-03-24,97,"9900 S IH AUSTIN, TX 78748",10211522,Routine Inspection,,,,30.157913,-97.7941852
TCBY Frozen Yogurt,78749.0,2022-03-24,96,"5701 W SLAUGHTER LN AUSTIN, TX 78749 ",10805254,Routine Inspection,"['30.20107', ' -97.8677']",30.20107, -97.8677,30.2005794,-97.8694228
Hayley Cakes and Cookies,78730.0,2022-03-24,94,"10601 FM 2222 RD AUSTIN, TX 78730 ",11042164,Routine Inspection,"['30.39358', ' -97.84398']",30.39358, -97.84398,30.3931364,-97.8453413
Cafe Blue III LLC,78701.0,2022-03-24,81,"340 E 2ND ST AUSTIN, TX 78701 ",11606337,Follow-Up Inspection,"['30.26338', ' -97.74091']",30.26338, -97.74091,30.2636638,-97.7408588
Domino's Pizza,78727.0,2022-03-23,90,"1700 W PARMER LN AUSTIN, TX 78727 ",12394726,Routine Inspection,"['30.41289', ' -97.68886']",30.41289, -97.68886,30.4143861,-97.6891045
La Preferida Tacos,78753.0,2022-03-23,98,"10205 N LAMAR BLVD AUSTIN, TX 78753 ",11000646,Routine Inspection,"['30.37167', ' -97.69186']",30.37167, -97.69186,30.3721097,-97.6913186
Sam's Club  (Meat and Produce),78748.0,2022-03-23,93,"9900 S IH AUSTIN, TX 78748",10626704,Routine Inspection,,,,30.1556004,-97.7942708
Mobile Loaves and Fishes - Community First Village,78724.0,2022-03-23,94,"9301 HOG EYE RD AUSTIN, TX 78724 ",11845561,Routine Inspection,"['30.28215', ' -97.62329']",30.28215, -97.62329,30.2808924,-97.6226409
Sam's Club (Restaurant),78748.0,2022-03-23,96,"9900 S IH AUSTIN, TX 78748",10626829,Routine Inspection,,,,,
Crumbl Cookies,78748.0,2022-03-23,99,"9600 S IH AUSTIN, TX 78748",12393210,Routine Inspection,,,,30.1596047,-97.7922826
Sam's Club ,78748.0,2022-03-23,94,"9900 S IH AUSTIN, TX 78748",10626822,Routine Inspection,,,,,
Thunder Chief,78704.0,2022-03-23,88,"3121 S LAMAR BLVD AUSTIN, TX 78704 ",12395625,Routine Inspection,"['30.2416', ' -97.78513']",30.2416, -97.78513,30.2413925,-97.785076
Walgreen's ,78702.0,2022-03-23,98,"1144 AIRPORT BLVD AUSTIN, TX 78702 ",2803419,Routine Inspection,"['30.27197', ' -97.69834']",30.27197, -97.69834,30.2729157,-97.6984433
"Chi'Lantro - South Shore, LLC",78741.0,2022-03-23,90,"1414 SHORE DISTRICT DR AUSTIN, TX 78741 ",11647453,Routine Inspection,"['30.24353', ' -97.72832']",30.24353, -97.72832,30.2438362,-97.7283456
Sam's Club  (Bakery),78748.0,2022-03-23,100,"9900 S IH AUSTIN, TX 78748",10626768,Routine Inspection,,,,,
Hay Elotes,78702.0,2022-03-22,80,"2214 E 7TH ST AUSTIN, TX 78702 ",11012367,Routine Inspection,"['30.26132', ' -97.71665']",30.26132, -97.71665,30.2615609,-97.7166277
"Quarters Market, The",78705.0,2022-03-22,94,"2222 RIO GRANDE ST AUSTIN, TX 78705 ",11380927,Routine Inspection,"['30.28683', ' -97.74476']",30.28683, -97.74476,30.286938,-97.7448904
LW - Jimmy John's Gourmet Sandwiches,78734.0,2022-03-22,97,"2410 S FM 620 RD LAKEWAY, TX 78734",11230968,Routine Inspection,,,,30.3399817,-97.9699717
Los Mangos Ice Cream,78741.0,2022-03-22,82,"4410 E RIVERSIDE DR AUSTIN, TX 78741 ",11617653,Routine Inspection,"['30.23361', ' -97.72136']",30.23361, -97.72136,30.2339073,-97.7209355
G & S Lounge,78704.0,2022-03-22,92,"2420 S 1ST ST AUSTIN, TX 78704 ",2800845,Routine Inspection,"['30.24137', ' -97.76015']",30.24137, -97.76015,30.2414969,-97.7603745
Homewood Suites Austin Cedar Park,78750.0,2022-03-22,91,"10809 PECAN PARK BLVD AUSTIN, TX 78750 ",12393662,Routine Inspection,"['30.46365', ' -97.80268']",30.46365, -97.80268,30.4623945,-97.8033
LW - R19 Taqueria,78738.0,2022-03-22,96,"2422 FM AUSTIN, TX 78738",12395590,Routine Inspection,,,,30.3407527,-97.9704241
Lebowskis,78757.0,2022-03-21,92,"8909 BURNET RD AUSTIN, TX 78757 ",10226371,Routine Inspection,"['30.37192', ' -97.726']",30.37192, -97.726,30.3718471,-97.7256684
Country Boyz Fixins,78721.0,2022-03-21,75,"4140 E 12TH ST AUSTIN, TX 78721 ",11019026,Routine Inspection,"['30.27891', ' -97.68737']",30.27891, -97.68737,30.279217,-97.687117
Valentino's Pizza Pasta and Wings,78729.0,2022-03-21,80,"8863 ANDERSON MILL RD AUSTIN, TX 78729 ",12394112,Routine Inspection,"['30.45412', ' -97.7731']",30.45412, -97.7731,30.453999,-97.7723222
Highland Lanes Tavern,78757.0,2022-03-21,94,"8909 BURNET RD AUSTIN, TX 78757 ",2800489,Routine Inspection,"['30.37192', ' -97.726']",30.37192, -97.726,30.3719441,-97.7255704
Nutrition 512,78746.0,2022-03-21,94,"3636 BEE CAVES RD WEST LAKE HILLS, TX 78746 ",12393561,Routine Inspection,"['30.27877', ' -97.80624']",30.27877, -97.80624,30.2792629,-97.8057984
El Buen Pastor Child Dev. Cent,78702.0,2022-03-21,96,"1208 WILLOW ST AUSTIN, TX 78702 ",2801293,Routine Inspection,"['30.25883', ' -97.73218']",30.25883, -97.73218,30.2591248,-97.7323454
Hot Idlis,78729.0,2022-03-21,94,"8863 ANDERSON MILL RD AUSTIN, TX 78729 ",11929092,Routine Inspection,"['30.45412', ' -97.7731']",30.45412, -97.7731,30.4536839,-97.772954
7-Eleven,78704.0,2022-03-21,91,"1403 S LAMAR BLVD AUSTIN, TX 78704 ",10479184,Routine Inspection,"['30.25301', ' -97.76344']",30.25301, -97.76344,30.252616,-97.7631684
Dollar General Store ,78745.0,2022-03-21,94,"5738 MANCHACA RD AUSTIN, TX 78745 ",2803677,Routine Inspection,"['30.21429', ' -97.79957']",30.21429, -97.79957,30.2160976,-97.7998767
"Cultured Carrot LLC, The",78729.0,2022-03-21,98,"8863 ANDERSON MILL RD AUSTIN, TX 78729 ",12394492,Routine Inspection,"['30.45412', ' -97.7731']",30.45412, -97.7731,30.4536839,-97.772954
John's Food Mart,78741.0,2022-03-18,87,"2238 E BEN WHITE BLVD SVRD WB AUSTIN, TX 78741 ",2803416,Routine Inspection,"['30.21651', ' -97.73954']",30.21651, -97.73954,30.2165006,-97.7396522
M & M Food Store #1,78741.0,2022-03-18,89,"4400 E BEN WHITE BLVD AUSTIN, TX 78741 ",2803799,Routine Inspection,"['30.21569', ' -97.73414']",30.21569, -97.73414,30.2157656,-97.7340955
Antonelli's Cheese Shop,78752.0,2022-03-18,98,"6448 E US 290 HWY AUSTIN, TX 78752 ",11949265,Routine Inspection,"['30.32213', ' -97.69572']",30.32213, -97.69572,30.3236777,-97.6954705
7-Eleven Convenience Store ,78759.0,2022-03-18,100,"10800 RESEARCH BLVD AUSTIN, TX 78759 ",11017107,Routine Inspection,"['30.40021', ' -97.74684']",30.40021, -97.74684,30.4001203,-97.7469752
Caffe Medici,78705.0,2022-03-18,92,"2222 GUADALUPE ST AUSTIN, TX 78705 ",2800910,Routine Inspection,"['30.28555', ' -97.74176']",30.28555, -97.74176,30.285537,-97.742003
Vargas Food Store,78741.0,2022-03-17,81,"809 VARGAS RD AUSTIN, TX 78741 ",2804078,Routine Inspection,"['30.234', ' -97.69371']",30.234, -97.69371,30.2338787,-97.6935197
Foodspot,78741.0,2022-03-17,88,"2538 ELMONT DR AUSTIN, TX 78741 ",10917103,Routine Inspection,"['30.23898', ' -97.72001']",30.23898, -97.72001,30.2392564,-97.7197464
Blue Owl Brewing,78702.0,2022-03-17,95,"2400 E CESAR CHAVEZ ST AUSTIN, TX 78702 ",11415491,Routine Inspection,"['30.25468', ' -97.71769']",30.25468, -97.71769,30.2545583,-97.7167694
Oakcrest Nursing & Rehabilitation Center,78724.0,2022-03-17,91,"9808 CROFFORD LN AUSTIN, TX 78724 ",11635507,Routine Inspection,"['30.33066', ' -97.6194']",30.33066, -97.6194,30.3305515,-97.6194281
Plucker's Wing Bar,78704.0,2022-03-17,88,"3909 S LAMAR BLVD AUSTIN, TX 78704 ",10005937,Routine Inspection,"['30.23628', ' -97.79042']",30.23628, -97.79042,30.2366898,-97.7908154
Family Dollar Store ,78721.0,2022-03-17,94,"4701 E MARTIN LUTHER KING JR BLVD AUSTIN, TX 78721 ",10003502,Routine Inspection,"['30.286', ' -97.68135']",30.286, -97.68135,30.2855971,-97.6810144
Pour Choices,78701.0,2022-03-17,86,"401 E 6TH ST AUSTIN, TX 78701 ",11872773,Routine Inspection,"['30.26704', ' -97.73917']",30.26704, -97.73917,30.266939,-97.7392281
Windsor Nursing and Rehabilitation Center of Duval,78727.0,2022-03-17,86,"5301 DUVAL RD AUSTIN, TX 78727 ",12061709,Routine Inspection,"['30.41803', ' -97.74319']",30.41803, -97.74319,30.4177855,-97.7439638
Coyote Ugly Saloon,78701.0,2022-03-17,87,"501 E 6TH ST AUSTIN, TX 78701 ",2802139,Routine Inspection,"['30.26674', ' -97.73809']",30.26674, -97.73809,30.2665207,-97.7382387
Mala Vida,78701.0,2022-03-17,90,"708 E 6TH ST AUSTIN, TX 78701 ",12186527,Routine Inspection,"['30.26605', ' -97.73562']",30.26605, -97.73562,30.2662562,-97.7355382
Casper Fermentables,78702.0,2022-03-17,88,"2921 E 17TH ST AUSTIN, TX 78702 ",12185999,Routine Inspection,"['30.27939', ' -97.71009']",30.27939, -97.71009,30.2785574,-97.7101636
Starbucks Coffee ,78727.0,2022-03-17,92,"2505 W PARMER LN AUSTIN, TX 78727 ",10061972,Routine Inspection,"['30.41885', ' -97.7021']",30.41885, -97.7021,30.4188169,-97.7027363
Simona's,78704.0,2022-03-16,96,"2510 S CONGRESS AVE AUSTIN, TX 78704 ",12393577,Routine Inspection,"['30.23728', ' -97.75485']",30.23728, -97.75485,30.2375191,-97.7551936
Congress Express,78704.0,2022-03-16,93,"3630 S CONGRESS AVE AUSTIN, TX 78704 ",11144061,Routine Inspection,"['30.22683', ' -97.76183']",30.22683, -97.76183,30.2270297,-97.7621708
Total Wine & More,78723.0,2022-03-16,92,"1201 BARBARA JORDAN BLVD AUSTIN, TX 78723 ",11768775,Routine Inspection,"['30.3068', ' -97.70948']",30.3068, -97.70948,30.3042734,-97.7091364
Hill Country Counseling Center,78758.0,2022-03-16,98,"1433 FAIRFIELD DR AUSTIN, TX 78758 ",2803256,Routine Inspection,"['30.36039', ' -97.71579']",30.36039, -97.71579,30.3604031,-97.7156472
Flightpath Coffeehouse,78751.0,2022-03-16,94,"5011 DUVAL ST AUSTIN, TX 78751 ",2801741,Routine Inspection,"['30.31389', ' -97.72012']",30.31389, -97.72012,30.313769,-97.7198749
Lone Star Kolaches,78746.0,2022-03-16,84,"6317 FM 2244 RD AUSTIN, TX 78746 ",10260689,Routine Inspection,"['30.29661', ' -97.83176']",30.29661, -97.83176,30.2959472,-97.8318024
Grazy Good Boxes and Boards,78745.0,2022-03-16,100,"1606 W STASSNEY LN AUSTIN, TX 78745 ",12394622,Routine Inspection,"['30.2137', ' -97.79283']",30.2137, -97.79283,30.2136718,-97.7930876
Vida Fit,78745.0,2022-03-15,95,"4360 S CONGRESS AVE AUSTIN, TX 78745 ",11402265,Routine Inspection,"['30.21779', ' -97.76745']",30.21779, -97.76745,30.2180848,-97.7678641
Hu La Hu Market 2,78704.0,2022-03-15,89,"2101 S 1ST ST AUSTIN, TX 78704 ",11903676,Routine Inspection,"['30.24499', ' -97.75738']",30.24499, -97.75738,30.2446479,-97.7572594
Accent Food Services,78735.0,2022-03-15,100,"5707 SOUTHWEST PKWY AUSTIN, TX 78735 ",11595421,Routine Inspection,"['30.24406', ' -97.84451']",30.24406, -97.84451,30.4780976,-97.6423347
Accent Food Services - Sam LLC,78735.0,2022-03-15,100,"4801 SOUTHWEST PKWY AUSTIN, TX 78735 ",12394911,Routine Inspection,"['30.24079', ' -97.83537']",30.24079, -97.83537,30.2394694,-97.836291
Alamo Drafthouse South Mopac,78749.0,2022-03-15,89,"5701 W SLAUGHTER LN AUSTIN, TX 78749 ",10700183,Routine Inspection,"['30.20107', ' -97.8677']",30.20107, -97.8677,30.1988112,-97.8688915
"JD's Supermarket - Meat, Produce, Grocery",78719.0,2022-03-15,94,"9111 FM 812 RD AUSTIN, TX 78719 ",11242832,Routine Inspection,"['30.16131', ' -97.68694']",30.16131, -97.68694,30.1603145,-97.6867556
Hunan Ranch,78717.0,2022-03-15,85,"14900 AVERY RANCH BLVD AUSTIN, TX 78717 ",12122077,Follow-Up Inspection,"['30.4981', ' -97.77717']",30.4981, -97.77717,30.4991535,-97.7775576
"Facility Concession Services, Inc.",78704.0,2022-03-15,92,"701 W RIVERSIDE DR AUSTIN, TX 78704 ",12110414,Routine Inspection,"['30.26101', ' -97.75025']",30.26101, -97.75025,30.260252,-97.7510921
7-Eleven,78741.0,2022-03-15,93,"1705 SOUTH LAKESHORE BLVD AUSTIN, TX 78741 ",10132234,Routine Inspection,"['30.24489', ' -97.72963']",30.24489, -97.72963,30.2445906,-97.7296189
Eurest @ ARM,78735.0,2022-03-15,100,"5707 SOUTHWEST PKWY AUSTIN, TX 78735 ",11382034,Routine Inspection,"['30.24406', ' -97.84451']",30.24406, -97.84451,30.2435554,-97.8448699
